publicacion_id,sku,titulo,marca,modelo,origen_modelo,variantes_en_familia
MLA3919736964,202,Moneda Uruguay 5 Centésimos 1948,Genérica,KM# 21a,referencia,1
MLA3919736968,409,Moneda Estados Unidos 1/4 Dólar 2000,Genérica,1/4 Dólar,valor facial (referencias distintas),5
MLA3919736972,1306,Moneda Suiza 2 Rappen 1893,Genérica,KM# 4.2,referencia,1
MLA3919736976,399,Moneda Perú 1 Sol 2019,Genérica,1 Sol,valor facial (referencias distintas),3
MLA3919736980,940,Moneda Austria 2 Filler 1963,Genérica,KM# 2876,referencia,1
MLA3919736982,175,Moneda Argentina Peso Mercosur 1998,Genérica,CJ# 6,referencia,1
MLA3919736988,766,Moneda Argentina 20 Centavos 1912,Genérica,CJ# 63,referencia,2
MLA3919736992,107,Moneda Argentina 20 Centavos 1899,Genérica,CJ# 55,referencia,2
MLA3919736996,39,Moneda Argentina 5 Centavos 1914,Genérica,CJ# 145.2,referencia,1
MLA3919737000,1304,Moneda San Marino 100 Liras 1985,Genérica,KM# 179,referencia,1
MLA3919737002,564,Moneda Perú 5 Centavos 1962,Genérica,KM# 223.2,referencia,1
MLA3919737004,506,Moneda Argentina 1 Peso 2001,Genérica,CJ# 6.7.1,referencia,1
MLA3919737008,423,Moneda Estados Unidos 1/4 Dólar 2005,Genérica,1/4 Dólar,valor facial (referencias distintas),4
MLA3919737012,733,Moneda Argentina 10 Centavos 1882,Genérica,CJ# 22,referencia,1
MLA3919737016,549,Moneda Argentina 2 Centavos 1894,Genérica,CJ# 35,referencia,1
MLA3919737020,727,Moneda Chile 10 Centavos 1925,Genérica,KM# 166,referencia,1
MLA3919737024,913,Moneda Italia 20 Centesimi 1922,Genérica,KM# 44,referencia,1
MLA3919737026,26,Moneda México Troy Ounce 2021,Genérica,KM# M49b,referencia,1
MLA3919737030,898,Moneda Italia 50 Centesimi 1941,Genérica,KM# 76b,referencia,1
MLA3919737034,431,Moneda Argentina 1 Peso 1995,Genérica,CJ# 8.2,referencia,1
MLA3919737036,719,Moneda Chile 20 Centavos 1943,Genérica,KM# 177,referencia,1
MLA3919737040,656,Moneda Perú 1 Sol 2016,Genérica,KM# 374,referencia,1
MLA3919737042,792,Moneda Namibia 50 Cents 2025,Genérica,KM# 4,referencia,1
MLA3919737044,776,Moneda Argentina 20 Centavos 1896,Genérica,CJ# 52,referencia,2
MLA3919737052,833,Moneda Argentina 5 Centavos 1939,Genérica,CJ# 169,referencia,1
MLA3919737056,426,Moneda Estados Unidos 1/4 Dólar 2006,Genérica,1/4 Dólar,valor facial (referencias distintas),2
MLA3919737058,569,Moneda España 25 Céntimos 1927,Genérica,KM# 742,referencia,1
MLA3919737064,951,Moneda Transnistria 1 Kopeck 2000,Genérica,KM# 1,referencia,3
MLA3919737068,91,Moneda Egipto 50 Piastres 2019,Genérica,KM# 1035,referencia,1
MLA3919737070,429,Moneda Estados Unidos 1/4 Dólar 2008,Genérica,KM# 422,referencia,1
MLA3919737074,579,Moneda Antillas Holandesas 2 1/2 Cent 1984,Genérica,KM# 13,referencia,1
MLA3919737076,820,Moneda Estados Unidos 1/2 Dollar 1967,Genérica,KM# 202a,referencia,2
MLA3919737090,692,Moneda Uruguay Centésimo 1936,Genérica,KM# 19,referencia,1
MLA3919737094,1237,Moneda Canadá 5 Cents Centenario De La Confederación 1967,Genérica,KM# 66,referencia,1
MLA3919737102,930,Moneda Italia 100 Liras 1979,Genérica,KM# 96.1,referencia,1
MLA3919737116,743,Moneda Argentina 5 Centavos 1911,Genérica,CJ# 142,referencia,1
MLA3919737230,1247,Moneda Gambia 1 Dalasi Pez Tigre 2011,Genérica,KM# 59a,referencia,1
MLA3919737232,494,Moneda Canadá 25 Cents 2000,Genérica,25 Cents,valor facial (referencias distintas),12
MLA3919737234,663,Moneda Reino Unido Shilling 1948,Genérica,KM# 864,referencia,1
MLA3919737236,572,Moneda Bolivia 50 Centavos 1902,Genérica,KM# 175.1,referencia,2
MLA3919737240,809,Moneda Países Bajos Duit 1769,Genérica,KM# 90,referencia,1
MLA3919737242,897,Moneda Portugal 5 Escudos 1992,Genérica,KM# 632,referencia,1
MLA3919737244,655,Moneda Perú 5 Centavos 1934,Genérica,KM# 213.2,referencia,1
MLA3919737262,281,Moneda Arabia Saudita 10 Halalat 1980,Genérica,KM# 54,referencia,1
MLA3919737266,844,Moneda España Peseta 1980,Genérica,KM# 806,referencia,1
MLA3919737268,721,Moneda Chile 1 Peso 1953,Genérica,KM# 179,referencia,1
MLA3919737270,189,Moneda Reino Unido 1/2 Penny 1900,Genérica,KM# 789,referencia,1
MLA3919737276,1300,Moneda Países Bajos 1 Cent 1902,Genérica,KM# 132.1,referencia,1
MLA3919737280,267,Moneda Suiza 20 Rappen 1920,Genérica,KM# 29,referencia,1
MLA3919737282,570,Moneda Argentina 2 Centavos 1883,Genérica,CJ# 25,referencia,2
MLA3919737284,194,Moneda Argentina Centavo 1975,Genérica,CJ# 360,referencia,1
MLA3919737286,925,Moneda Francia 2 Francos 1943,Genérica,KM# 903,referencia,1
MLA3919737290,589,Moneda Países Bajos Cent 1837,Genérica,KM# 47,referencia,1
MLA3919737292,838,Moneda Indias Orientales Neerlandesas 1/2 Cent 1859,Genérica,KM# 306,referencia,1
MLA3919737302,919,Moneda Estados Unidos 5 Cents D 2005,Genérica,KM# 368,referencia,1
MLA3919737304,178,Moneda Argentina 2 Centavos 1896,Genérica,CJ# 37,referencia,2
MLA3919737306,192,Moneda Estados Unidos 5 Cents 1902,Genérica,KM# 112,referencia,1
MLA3919737312,665,Moneda Reino Unido Penny 1920,Genérica,KM# 810,referencia,1
MLA3919737324,404,Moneda Estados Unidos 1/4 Dólar 1999,Genérica,1/4 Dólar,valor facial (referencias distintas),4
MLA3919860020,299,Moneda Perú 1 Sol 1961,Genérica,KM 222,referencia,1
MLA3919860024,1277,Moneda Canadá 1 Dólar 1973,Genérica,KM# 82,referencia,1
MLA3919860026,395,Moneda Perú 1 Sol 2018,Genérica,1 Sol,valor facial (referencias distintas),4
MLA3919860028,410,Moneda Estados Unidos 1/4 Dólar 2000,Genérica,1/4 Dólar,valor facial (referencias distintas),5
MLA3919860034,1289,Moneda Argentina 50 Centavos 1883,Genérica,CJ# 15-17,referencia,1
MLA3919860036,317,Moneda Francia 10 Francos 1955,Genérica,KM# 915.1,referencia,1
MLA3919860038,862,Moneda Dinamarca 1 Krone 1969,Genérica,KM# 851,referencia,1
MLA3919860042,339,Moneda Reino Unido 5 Pence 2016,Genérica,KM# 1334,referencia,1
MLA3919860046,412,Moneda Estados Unidos 1/4 Dólar 2000,Genérica,1/4 Dólar,valor facial (referencias distintas),5
MLA3919860048,191,Moneda Bélgica 25 Cents 1943,Genérica,KM# 132,referencia,2
MLA3919860050,968,Moneda Japón 1 Yen 1982,Genérica,KM# 74,referencia,1
MLA3919860052,567,Moneda Francia 25 Centimes 1927,Genérica,KM# 867a,referencia,1
MLA3919860054,858,Moneda Dinamarca 10 Kroner 1979,Genérica,KM# 864,referencia,1
MLA3919860056,253,Moneda Colombia 5 Centavos 1978,Genérica,KM# 206a,referencia,1
MLA3919860058,1184,Moneda Gibraltar 1 Crown 1977,Genérica,KM# 12,referencia,1
MLA3919860060,1160,Moneda Austria 50 Schilling 1969,Genérica,KM# 2906,referencia,1
MLA3919860062,481,Moneda Estados Unidos 1/4 Dólar 1976,Genérica,KM# 204,referencia,1
MLA3919860066,491,Moneda Canadá 25 Cents 2000,Genérica,25 Cents,valor facial (referencias distintas),12
MLA3919860068,802,Moneda Uganda 50 Cents 1976,Genérica,KM# 4a,referencia,1
MLA3919860072,1068,Moneda Estados Unidos Blister 1 Dollar S 1983,Genérica,KM# 209,referencia,1
MLA3919860076,384,Moneda Estados Unidos 1/2 Dollar 1974,Genérica,KM# 202b,referencia,1
MLA3919860078,644,Moneda Argentina 2 Centavos 1947,Genérica,CJ# 181,referencia,2
MLA3919860080,394,Moneda Perú 1 Sol 2019,Genérica,1 Sol,valor facial (referencias distintas),3
MLA3919860090,952,Moneda Transnistria 1 Kopeck 2000,Genérica,KM# 1,referencia,3
MLA3919860092,211,Moneda España 2 Euro 2013,Genérica,KM# 1305,referencia,1
MLA3919860094,1067,Moneda Estados Unidos Blister 1 Dollar D 1984,Genérica,KM# 210,referencia,1
